time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-12-21T05:19:17.380Z,58.269,-32.134,10,4.8,mb,94,,,0.92,us,usp000a6fy,2014-11-07T01:11:45.500Z,"Reykjanes Ridge",earthquake,,,,47,reviewed,us,us
2000-12-21T05:14:48.630Z,58.37,-32.17,10,4.7,mb,61,,,1.17,us,usp000a6fx,2014-11-07T01:11:45.494Z,"Reykjanes Ridge",earthquake,,,,22,reviewed,us,us
2000-12-21T03:35:59.500Z,-18.632,-177.836,593.2,4.9,mb,58,,,0.96,us,usp000a6fs,2014-11-07T01:11:45.473Z,"Fiji region",earthquake,,,,19,reviewed,us,us
2000-12-21T03:05:58.630Z,-18.235,-178.134,435.6,5,mb,165,,,0.86,us,usp000a6fq,2014-11-07T01:11:45.457Z,"270 km E of Levuka, Fiji",earthquake,,,,29,reviewed,us,us
2000-12-21T02:41:23.130Z,-5.354,154.133,386.7,6,mwc,247,,,0.81,us,usp000a6fp,2022-04-29T19:01:59.602Z,"183 km NW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-21T01:01:27.770Z,-5.706,151.122,33,6.4,mwb,424,,,0.82,us,usp000a6fj,2022-04-29T19:46:04.167Z,"110 km E of Kimbe, Papua New Guinea",earthquake,,,,,reviewed,us,us
2000-12-21T00:06:00.880Z,-16.097,-173.204,33,4.7,mb,33,,,1.03,us,usp000a6fe,2014-11-07T01:11:45.365Z,"65 km ESE of Hihifo, Tonga",earthquake,,,,12,reviewed,us,us
2000-12-20T21:40:20.340Z,-5.209,152.904,33,4.7,mb,25,,,0.92,us,usp000a6f3,2014-11-07T01:11:45.333Z,"118 km SE of Kokopo, Papua New Guinea",earthquake,,,,6,reviewed,us,us
2000-12-20T20:44:23.850Z,4.299,126.422,33,4.7,mb,28,,,1.13,us,usp000a6f0,2014-11-07T01:11:45.325Z,"161 km SE of Sarangani, Philippines",earthquake,,,,15,reviewed,us,us
2000-12-20T16:56:57.220Z,-34.218,-179.852,33,5.1,mb,20,,,0.78,us,usp000a6er,2018-07-05T13:16:27.121Z,"south of the Kermadec Islands",earthquake,,,,2,reviewed,us,us
2000-12-20T16:49:43.300Z,-9.231,154.353,33,6.6,mwc,105,,,1.27,us,usp000a6ep,2022-04-29T19:01:58.081Z,"D'Entrecasteaux Islands region",earthquake,,,,,reviewed,us,hrv
2000-12-20T16:47:49.360Z,-9.006,154.24,33,4.8,mb,10,,,0.88,us,usp000a6en,2014-11-07T01:11:45.282Z,"D'Entrecasteaux Islands region",earthquake,,,,6,reviewed,us,us
2000-12-20T16:39:26.390Z,-24.123,-176.802,68.8,5.7,mwb,211,,,0.82,us,usp000a6em,2022-04-29T19:01:56.632Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
2000-12-20T15:17:19.930Z,9.418,-85.452,33,5.5,mwc,116,,,0.98,us,usp000a6ej,2022-04-29T19:01:55.182Z,"51 km S of Sámara, Costa Rica",earthquake,,,,,reviewed,us,hrv
2000-12-20T14:14:49.910Z,-4.751,153.182,33,4.5,mb,10,,,1.29,us,usp000a6ed,2014-11-07T01:11:45.237Z,"110 km ESE of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-20T13:28:40.220Z,-22.82,-66.355,222.6,5.3,mb,134,,,0.92,us,usp000a6ea,2014-11-07T01:11:45.223Z,"68 km W of Abra Pampa, Argentina",earthquake,,3.8,,44,reviewed,us,us
2000-12-20T13:22:23.400Z,36.84,71.024,84.5,5,mb,117,,,0.86,us,usp000a6e9,2014-11-07T01:11:45.214Z,"17 km E of Jurm, Afghanistan",earthquake,,7.5,,55,reviewed,us,us
2000-12-20T12:11:29.510Z,0.627,127.504,33,4.5,mb,10,,,0.8,us,usp000a6e6,2014-11-07T01:11:45.210Z,"13 km SSW of Sofifi, Indonesia",earthquake,,,,2,reviewed,us,us
2000-12-20T11:23:54.100Z,-39.008,-74.662,11,6.5,mwc,253,,,1.05,us,usp000a6e0,2022-04-29T19:01:53.556Z,"134 km WSW of Carahue, Chile",earthquake,,,,,reviewed,us,hrv
2000-12-20T10:31:58.220Z,-49.729,125.68,10,4.9,mb,34,,,1.17,us,usp000a6dz,2014-11-07T01:11:45.169Z,"western Indian-Antarctic Ridge",earthquake,,,,10,reviewed,us,us
2000-12-20T09:19:50.100Z,53.418,159.837,66.8,5.4,mwc,401,,,0.87,us,usp000a6dw,2016-11-10T00:14:52.343Z,"89 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,,reviewed,us,hrv
2000-12-20T07:56:10.650Z,-49.719,125.941,10,4.7,mb,9,,,0.84,us,usp000a6dr,2014-11-07T01:11:45.041Z,"western Indian-Antarctic Ridge",earthquake,,,,1,reviewed,us,us
2000-12-20T05:26:21.720Z,11.753,144.839,33,4.8,mb,10,,,0.57,us,usp000a6dd,2014-11-07T01:11:45.014Z,"168 km S of Merizo Village, Guam",earthquake,,,,1,reviewed,us,us
2000-12-20T04:18:33.140Z,11.818,144.877,33,4.5,mb,22,,,1.01,us,usp000a6d9,2014-11-07T01:11:45.005Z,"161 km S of Inarajan Village, Guam",earthquake,,,,4,reviewed,us,us
2000-12-20T02:22:01.680Z,11.825,144.9,33,4.5,mb,14,,,0.96,us,usp000a6d3,2014-11-07T01:11:44.993Z,"161 km S of Inarajan Village, Guam",earthquake,,,,2,reviewed,us,us
2000-12-20T02:00:05.820Z,11.852,144.857,33,4.5,mb,19,,,1.13,us,usp000a6d2,2014-11-07T01:11:44.990Z,"157 km S of Inarajan Village, Guam",earthquake,,,,5,reviewed,us,us
2000-12-20T01:44:54.610Z,11.812,144.813,33,4.7,mb,22,,,0.84,us,usp000a6d0,2014-11-07T01:11:44.986Z,"161 km S of Merizo Village, Guam",earthquake,,,,5,reviewed,us,us
2000-12-20T00:59:08.090Z,26.297,142.569,33,4.5,mb,12,,,0.94,us,usp000a6ct,2014-11-07T01:11:44.973Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
2000-12-20T00:31:01.700Z,-17.623,167.723,33,4.6,mb,30,,,1.23,us,usp000a6cr,2014-11-07T01:11:44.966Z,"63 km WNW of Port-Vila, Vanuatu",earthquake,,,,7,reviewed,us,us
2000-12-19T22:19:32.800Z,11.811,144.817,33,4.6,mb,28,,,1.18,us,usp000a6ch,2014-11-07T01:11:44.952Z,"161 km S of Merizo Village, Guam",earthquake,,,,10,reviewed,us,us
2000-12-19T17:36:02.000Z,11.775,144.796,33,4.7,mb,23,,,1.1,us,usp000a6c0,2014-11-07T01:11:44.913Z,"165 km S of Merizo Village, Guam",earthquake,,,,6,reviewed,us,us
2000-12-19T16:11:39.340Z,11.768,144.85,33,4.6,mb,34,,,1.2,us,usp000a6bx,2014-11-07T01:11:44.906Z,"166 km S of Merizo Village, Guam",earthquake,,,,11,reviewed,us,us
2000-12-19T15:46:22.300Z,43.225,149.422,33,4.5,mb,17,,,1.3,us,usp000a6bv,2014-11-07T01:11:44.901Z,"227 km ESE of Shikotan, Russia",earthquake,,,,6,reviewed,us,us
2000-12-19T13:11:47.370Z,11.765,144.76,33,6.2,mwc,294,,,1.01,us,usp000a6bm,2022-04-29T19:01:47.235Z,"166 km S of Merizo Village, Guam",earthquake,,,,,reviewed,us,hrv
2000-12-19T10:51:05.760Z,29.375,131.471,33,5,mb,58,,,0.94,us,usp000a6bb,2014-11-07T01:11:44.834Z,"131 km SE of Koshima, Japan",earthquake,,,,17,reviewed,us,us
2000-12-19T09:26:12.150Z,-4.613,153.101,33,4.7,mb,23,,,1.18,us,usp000a6b6,2014-11-07T01:11:44.824Z,"97 km ESE of Kokopo, Papua New Guinea",earthquake,,,,6,reviewed,us,us
2000-12-19T08:53:19.770Z,-17.369,167.642,33,4.6,mb,31,,,1.01,us,usp000a6b4,2014-11-07T01:11:44.817Z,"82 km WNW of Port-Vila, Vanuatu",earthquake,,,,5,reviewed,us,us
2000-12-19T08:50:19.030Z,-17.571,167.721,33,5.7,mwc,70,,,1.38,us,usp000a6b3,2022-04-29T19:01:45.757Z,"65 km WNW of Port-Vila, Vanuatu",earthquake,,,,,reviewed,us,hrv
2000-12-19T05:03:36.250Z,-41.329,174.237,52.6,4.6,mb,34,,,0.99,us,usp000a6at,2014-11-07T01:11:44.792Z,"19 km ESE of Picton, New Zealand",earthquake,,4.2,,4,reviewed,us,us
2000-12-18T21:15:30.730Z,-21.182,-179.097,648.7,5.7,mwc,265,,,0.85,us,usp000a6a0,2022-04-29T19:01:44.100Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2000-12-18T20:26:34.910Z,-21.136,-179.158,663.5,4.5,mb,48,,,0.9,us,usp000a69v,2014-11-07T01:11:44.693Z,"Fiji region",earthquake,,18.2,,22,reviewed,us,us
2000-12-18T15:27:43.180Z,28.956,140.769,59.2,4.5,mb,10,,,1.43,us,usp000a69a,2014-11-07T01:11:44.662Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-12-18T11:39:51.170Z,-12.455,166.356,100,4.9,mb,58,,,1.03,us,usp000a694,2014-11-07T01:11:44.644Z,"200 km SSE of Lata, Solomon Islands",earthquake,,15.7,,21,reviewed,us,us
2000-12-18T05:34:13.480Z,-39.289,177.552,33,4.5,ml,37,,,1.21,us,usp000a68t,2014-11-07T01:11:44.625Z,"32 km SSE of Wairoa, New Zealand",earthquake,,,,,reviewed,us,wel
2000-12-18T04:12:19.020Z,-4.951,152.243,65.7,4.5,mb,34,,,1.05,us,usp000a68q,2014-11-07T01:11:44.618Z,"67 km S of Kokopo, Papua New Guinea",earthquake,,8.5,,7,reviewed,us,us
2000-12-18T03:36:54.190Z,-18.067,-178.5,600,4.6,mb,24,,,0.95,us,usp000a68k,2014-11-07T01:11:44.611Z,"231 km E of Levuka, Fiji",earthquake,,,,8,reviewed,us,us
2000-12-18T01:19:21.650Z,-21.178,-179.124,628.2,6.6,mwc,532,,,0.91,us,usp000a68h,2022-04-29T19:01:42.629Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2000-12-18T00:33:23.670Z,10.315,-86.673,33,4.6,mb,45,,,1.08,us,usp000a68g,2014-11-07T01:11:44.542Z,"114 km WSW of Sardinal, Costa Rica",earthquake,,,,15,reviewed,us,us
2000-12-18T00:03:19.090Z,-14.629,173.923,600,4.6,mb,84,,,1.05,us,usp000a68f,2014-11-07T01:11:44.535Z,"Fiji region",earthquake,,,,27,reviewed,us,us
2000-12-17T23:13:31.150Z,-63.204,170.178,10,4.5,mb,9,,,1.18,us,usp000a68d,2014-11-07T01:11:44.533Z,"Balleny Islands region",earthquake,,,,1,reviewed,us,us
2000-12-17T22:24:45.760Z,-20.514,169.774,123.4,5.3,mwc,149,,,1.15,us,usp000a68b,2016-11-10T00:13:20.165Z,"119 km SSE of Isangel, Vanuatu",earthquake,,,,,reviewed,us,hrv
2000-12-17T15:38:48.140Z,-3.981,151.531,33,4.8,mb,30,,,1.01,us,usp000a67x,2014-11-07T01:11:44.487Z,"74 km WNW of Rabaul, Papua New Guinea",earthquake,,,,16,reviewed,us,us
2000-12-17T15:13:38.590Z,-5.024,153.497,33,4.6,mb,8,,,1.41,us,usp000a67v,2014-11-07T01:11:44.483Z,"155 km ESE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-17T08:59:12.060Z,-5.19,153.695,33,5,mb,39,,,1,us,usp000a677,2014-11-07T01:11:44.437Z,"183 km ESE of Kokopo, Papua New Guinea",earthquake,,,,19,reviewed,us,us
2000-12-17T06:45:44.350Z,-16.754,-173.738,88.5,4.5,mb,35,,,0.98,us,usp000a670,2014-11-07T01:11:44.417Z,"88 km S of Hihifo, Tonga",earthquake,,,,15,reviewed,us,us
2000-12-17T06:13:24.010Z,6.789,-73.056,161.7,4.9,mb,101,,,0.76,us,usp000a66z,2014-11-07T01:11:44.409Z,"7 km NE of Jordán, Colombia",earthquake,,3.2,,38,reviewed,us,us
2000-12-17T02:29:14.090Z,-28.191,-177.437,74,5,mwc,72,,,1.19,us,usp000a66q,2016-11-10T00:13:19.588Z,"Kermadec Islands region",earthquake,,13.3,,,reviewed,us,hrv
2000-12-17T01:33:58.120Z,54.388,162.055,33,5.1,mwc,244,,,0.88,us,usp000a66n,2022-04-29T19:01:40.677Z,"205 km SE of Atlasovo, Russia",earthquake,,,,,reviewed,us,hrv
2000-12-16T23:38:10.620Z,51.817,-176.061,49.3,4.8,mb,119,,,1.15,us,usp000a66g,2020-02-20T20:33:13.958Z,"39 km E of Adak, Alaska",earthquake,,,,51,reviewed,us,us
2000-12-16T22:35:46.980Z,-11.45,165.265,33,4.7,mb,23,,,1.21,us,usp000a66e,2014-11-07T01:11:44.339Z,"99 km SW of Lata, Solomon Islands",earthquake,,,,9,reviewed,us,us
2000-12-16T21:57:59.340Z,-3.966,151.484,33,5.6,mwc,106,,,0.9,us,usp000a66b,2022-04-29T19:01:39.157Z,"79 km WNW of Rabaul, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-16T14:27:07.750Z,33.546,33.134,33,4.5,mb,89,,,1.25,us,usp000a65w,2014-11-07T01:11:44.277Z,"125 km S of Kolossi, Cyprus",earthquake,,,,29,reviewed,us,us
2000-12-16T12:52:29.040Z,-5.763,153.209,33,4.6,mb,7,,,1.21,us,usp000a65s,2014-11-07T01:11:44.270Z,"New Ireland region, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-16T11:05:28.460Z,-26.82,-113.342,10,5.5,mwc,64,,,0.9,us,usp000a65k,2022-04-29T19:01:33.002Z,"Easter Island region",earthquake,,,,,reviewed,us,hrv
2000-12-16T09:12:20.420Z,7.086,-77.973,33,5.4,mwc,244,,,0.86,us,usp000a65g,2022-04-29T19:01:31.338Z,"23 km W of Juradó, Colombia",earthquake,,,,,reviewed,us,hrv
2000-12-15T22:53:30.170Z,-17.777,-178.838,600,4.6,mb,72,,,0.73,us,usp000a64y,2014-11-07T01:11:44.165Z,"198 km E of Levuka, Fiji",earthquake,,,,36,reviewed,us,us
2000-12-15T20:45:48.830Z,-5.967,153.195,33,4.5,mb,13,,,0.81,us,usp000a64u,2014-11-07T01:11:44.157Z,"206 km SSE of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-15T18:13:29.590Z,-49.618,-8.582,10,4.5,mb,12,,,1.14,us,usp000a64m,2014-11-07T01:11:44.125Z,"southern Mid-Atlantic Ridge",earthquake,,,,1,reviewed,us,us
2000-12-15T17:43:11.800Z,-15.669,-177.331,33,5.6,mwc,47,,,1.04,us,usp000a64j,2022-04-29T19:01:29.845Z,"172 km SSE of Alo, Wallis and Futuna",earthquake,,,,,reviewed,us,hrv
2000-12-15T16:44:47.660Z,38.457,31.351,10,6,mwc,174,,,1.24,us,usp000a64f,2022-04-29T19:01:28.396Z,"12 km NNW of Ak?ehir, Turkey",earthquake,,,,,reviewed,us,hrv
2000-12-15T16:44:43.440Z,38.541,31.207,10,5,mb,161,,,1.26,us,usp000a64e,2014-11-07T01:11:44.081Z,"2 km WNW of Sultanda??, Turkey",earthquake,,,,49,reviewed,us,us
2000-12-15T15:23:37.210Z,36.921,69.884,38.6,4.6,mb,39,,,0.87,us,usp000a64b,2014-11-07T01:11:44.074Z,"23 km SSE of Rust?q, Afghanistan",earthquake,,13.9,,18,reviewed,us,us
2000-12-15T14:30:03.630Z,-3.99,128.627,68.7,4.6,mb,18,,,1.07,us,usp000a64a,2014-11-07T01:11:44.072Z,"59 km ESE of Ambon, Indonesia",earthquake,,26.6,,4,reviewed,us,us
2000-12-15T14:08:17.480Z,-5.508,-11.528,10,5.3,mwc,95,,,1.04,us,usp000a648,2016-11-10T00:12:34.076Z,"Ascension Island region",earthquake,,,,,reviewed,us,hrv
2000-12-15T13:00:01.870Z,-50.4,-6.883,10,5.5,mwc,51,,,0.96,us,usp000a644,2022-04-29T19:01:26.924Z,"southern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,hrv
2000-12-15T12:47:09.840Z,-21.565,-69.736,74.7,5.1,mb,67,,,1.44,us,usp000a643,2014-11-07T01:11:44.005Z,"75 km NE of Tocopilla, Chile",earthquake,,,,26,reviewed,us,us
2000-12-15T12:42:09.400Z,47.239,154.064,39.1,4.8,mb,37,,,1.28,us,usp000a642,2014-11-07T01:11:44.001Z,"Kuril Islands",earthquake,,17.7,,17,reviewed,us,us
2000-12-15T10:16:02.030Z,-20.454,-174.312,33,4.7,mb,28,,,1.2,us,usp000a640,2014-11-07T01:11:43.995Z,"70 km S of Pangai, Tonga",earthquake,,,,11,reviewed,us,us
2000-12-15T10:01:19.940Z,-5.506,29.622,10,4.9,mb,28,,,1.38,us,usp000a63z,2014-11-07T01:11:43.992Z,"67 km NE of Kalemie, Democratic Republic of the Congo",earthquake,,,,6,reviewed,us,us
2000-12-15T06:55:57.300Z,-20.332,-178.242,539.8,4.6,mb,94,,,1.03,us,usp000a63w,2014-11-07T01:11:43.976Z,"Fiji region",earthquake,,,,29,reviewed,us,us
2000-12-15T06:18:02.080Z,-5.564,154.235,200.3,4.8,mb,14,,,1.12,us,usp000a63u,2014-11-07T01:11:43.972Z,"161 km WNW of Panguna, Papua New Guinea",earthquake,,14.5,,2,reviewed,us,us
2000-12-15T00:55:47.610Z,21.093,121.204,48,4.7,mb,39,,,1,us,usp000a63c,2014-11-07T01:11:43.942Z,"107 km NW of Basco, Philippines",earthquake,,12.5,,14,reviewed,us,us
2000-12-14T18:24:22.320Z,-18.213,168.274,33,4.9,mb,57,,,1.31,us,usp000a62v,2014-11-07T01:11:43.905Z,"52 km S of Port-Vila, Vanuatu",earthquake,,,,17,reviewed,us,us
2000-12-14T17:01:35.340Z,-8.323,110.909,103.5,4.8,mb,29,,,1.23,us,usp000a62q,2014-11-07T01:11:43.894Z,"53 km SSW of Jatiroto, Indonesia",earthquake,,25.1,,4,reviewed,us,us
2000-12-14T15:25:25.740Z,-5.485,152.4,59,4.9,mb,29,,,1.09,us,usp000a62k,2014-11-07T01:11:43.888Z,"127 km S of Kokopo, Papua New Guinea",earthquake,,12.1,,8,reviewed,us,us
2000-12-14T14:42:16.840Z,47.209,154.171,33,4.8,mb,39,,,1,us,usp000a62h,2014-11-07T01:11:43.881Z,"Kuril Islands",earthquake,,,,13,reviewed,us,us
2000-12-14T14:40:27.737Z,59.6134,-153.4443,115.3,4.5,mb,,,,0.65,ak,ak000g1f4tlh,2020-02-20T20:33:28.322Z,"41 km ESE of Pedro Bay, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2000-12-14T06:40:16.030Z,11.517,125.807,33,4.9,mb,36,,,0.92,us,usp000a61v,2014-11-07T01:11:43.841Z,"29 km NE of Hernani, Philippines",earthquake,,,,13,reviewed,us,us
2000-12-14T04:10:54.210Z,-60.97,-19.475,33,4.6,mb,8,,,0.76,us,usp000a61p,2014-11-07T01:11:43.831Z,"east of the South Sandwich Islands",earthquake,,,,1,reviewed,us,us
2000-12-14T02:39:26.210Z,-0.041,123.508,165.3,4.9,mb,35,,,1.19,us,usp000a61n,2014-11-07T01:11:43.828Z,"80 km SE of Gorontalo, Indonesia",earthquake,,20.1,,8,reviewed,us,us
2000-12-14T00:01:21.600Z,3.561,126.091,33,4.6,mb,27,,,0.98,us,usp000a61e,2014-11-07T01:11:43.813Z,"215 km SSE of Sarangani, Philippines",earthquake,,,,8,reviewed,us,us
2000-12-13T23:37:49.410Z,-21.652,170.626,100,5.3,mwc,52,,,0.93,us,usp000a61b,2016-11-10T00:11:33.579Z,"272 km SSE of Isangel, Vanuatu",earthquake,,,,,reviewed,us,hrv
2000-12-13T20:16:17.000Z,-4.902,152.697,33,4.9,mb,6,,,0.71,us,usp000a612,2014-11-07T01:11:43.780Z,"77 km SE of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-13T18:23:59.100Z,-6.26,153.12,33,5,mwc,42,,,0.96,us,usp000a60y,2016-11-10T00:11:33.071Z,"232 km SSE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-13T16:37:08.090Z,19.018,121.144,28.6,4.9,mb,50,,,0.91,us,usp000a60v,2014-11-07T01:11:43.757Z,"45 km N of Namuac, Philippines",earthquake,,,,15,reviewed,us,us
2000-12-13T14:29:14.520Z,-4.856,153.196,33,5.1,mb,58,,,1.03,us,usp000a60q,2014-11-07T01:11:43.745Z,"117 km ESE of Kokopo, Papua New Guinea",earthquake,,,,10,reviewed,us,us
2000-12-13T14:27:29.240Z,28.768,130.068,37.2,5.1,mb,80,,,0.93,us,usp000a60p,2014-11-07T01:11:43.738Z,"72 km NE of Naze, Japan",earthquake,,,,40,reviewed,us,us
2000-12-13T13:39:28.120Z,47.215,154.041,33,4.9,mb,55,,,1,us,usp000a60m,2014-11-07T01:11:43.732Z,"Kuril Islands",earthquake,,,,21,reviewed,us,us
2000-12-13T13:05:15.150Z,11.478,125.777,33,4.9,mb,32,,,0.98,us,usp000a60g,2014-11-07T01:11:43.724Z,"24 km NE of Hernani, Philippines",earthquake,,,,7,reviewed,us,us
2000-12-13T11:00:46.730Z,47.26,153.931,36.4,5.1,mb,102,,,1.11,us,usp000a609,2014-11-07T01:11:43.693Z,"Kuril Islands",earthquake,,,,44,reviewed,us,us
2000-12-13T09:24:03.980Z,-4.321,152.911,33,4.6,mb,30,,,1.04,us,usp000a606,2014-11-07T01:11:43.687Z,"71 km E of Kokopo, Papua New Guinea",earthquake,,,,9,reviewed,us,us
2000-12-13T09:16:41.620Z,1.603,128.312,68.2,4.6,mb,15,,,0.61,us,usp000a605,2014-11-07T01:11:43.685Z,"36 km ESE of Tobelo, Indonesia",earthquake,,,,4,reviewed,us,us
2000-12-13T07:42:37.370Z,-18.316,-69.729,119.2,4.5,mb,16,,,1.56,us,usp000a600,2014-11-07T01:11:43.665Z,"62 km ENE of Arica, Chile",earthquake,,,,1,reviewed,us,us
2000-12-13T06:46:11.080Z,-6.246,153.105,33,5.4,mb,64,,,0.82,us,usp000a5zy,2014-11-07T01:11:43.652Z,"229 km SSE of Kokopo, Papua New Guinea",earthquake,,,,17,reviewed,us,us
2000-12-13T06:29:38.060Z,-6.262,153.135,33,4.7,mb,26,,,0.83,us,usp000a5zx,2014-11-07T01:11:43.649Z,"232 km SSE of Kokopo, Papua New Guinea",earthquake,,,,10,reviewed,us,us
2000-12-13T06:10:22.620Z,-3.095,148.331,33,5.7,mwc,50,,,0.95,us,usp000a5zw,2022-04-29T19:01:20.172Z,"166 km SE of Lorengau, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-13T04:44:22.530Z,47.968,86.123,40.3,4.9,mb,39,,,0.94,us,usp000a5zs,2022-04-29T19:01:18.219Z,"109 km ENE of Zaysan, Kazakhstan",earthquake,,,,18,reviewed,us,us
2000-12-13T00:26:13.650Z,-4.755,152.992,33,4.6,mb,26,,,0.99,us,usp000a5ze,2014-11-07T01:11:43.608Z,"92 km ESE of Kokopo, Papua New Guinea",earthquake,,,,8,reviewed,us,us
2000-12-12T22:14:51.690Z,-16.852,-173.393,72,4.6,mb,20,,,1.2,us,usp000a5zb,2014-11-07T01:11:43.599Z,"108 km SSE of Hihifo, Tonga",earthquake,,,,3,reviewed,us,us
2000-12-12T20:32:56.690Z,24.15,122.485,48,5.4,mwc,123,,,1.11,us,usp000a5z0,2016-11-10T00:11:05.896Z,"62 km SW of Yonakuni, Japan",earthquake,,7.8,,,reviewed,us,hrv
2000-12-12T15:57:01.580Z,-4.965,153.385,33,4.7,mb,45,,,1.04,us,usp000a5yr,2014-11-07T01:11:43.419Z,"141 km ESE of Kokopo, Papua New Guinea",earthquake,,,,11,reviewed,us,us
2000-12-12T15:21:28.140Z,-16.943,-174.429,33,4.7,mb,59,,,0.79,us,usp000a5yp,2014-11-07T01:11:43.412Z,"128 km SSW of Hihifo, Tonga",earthquake,,,,25,reviewed,us,us
2000-12-12T11:24:28.600Z,-39.235,177.506,33,4.5,ml,30,,,1.28,us,usp000a5yj,2014-11-07T01:11:43.405Z,"25 km SSE of Wairoa, New Zealand",earthquake,,,,,reviewed,us,wel
2000-12-12T06:52:35.670Z,37.421,70.063,33,4.6,mb,36,,,1.17,us,usp000a5y5,2014-11-07T01:11:43.381Z,"38 km SE of Chubek, Tajikistan",earthquake,,,,15,reviewed,us,us
2000-12-12T06:49:26.450Z,37.288,70.196,33,4.7,mb,36,,,1.32,us,usp000a5y4,2014-11-07T01:11:43.378Z,"37 km ENE of Rust?q, Afghanistan",earthquake,,,,16,reviewed,us,us
2000-12-12T06:47:37.780Z,-41.055,-90.782,10,4.9,mb,22,,,1.13,us,usp000a5y3,2014-11-07T01:11:43.375Z,"southeast of Easter Island",earthquake,,,,2,reviewed,us,us
2000-12-12T05:26:45.940Z,6.015,-82.679,10,6.1,mwc,374,,,1.09,us,usp000a5y0,2022-04-29T19:01:12.072Z,"224 km S of Punta de Burica, Panama",earthquake,,,,,reviewed,us,hrv
2000-12-12T03:30:23.730Z,-16.211,-173.806,33,4.9,mb,70,,,1.07,us,usp000a5xx,2014-11-07T01:11:43.324Z,"28 km S of Hihifo, Tonga",earthquake,,,,18,reviewed,us,us
2000-12-12T03:12:10.610Z,-7.715,-75.46,33,4.5,mb,32,,,1.24,us,usp000a5xv,2014-11-07T01:11:43.319Z,"64 km SW of Contamana, Peru",earthquake,,,,14,reviewed,us,us
2000-12-12T02:26:35.140Z,-17.154,-70.196,124.8,4.5,mb,63,,,1.2,us,usp000a5xt,2014-11-07T01:11:43.310Z,"13 km NNE of Candarave, Peru",earthquake,,,,31,reviewed,us,us
2000-12-12T00:47:42.410Z,0.454,98.962,33,4.7,mb,10,,,0.93,us,usp000a5xm,2014-11-07T01:11:43.301Z,"107 km SSW of Padangsidempuan, Indonesia",earthquake,,,,1,reviewed,us,us
2000-12-12T00:30:21.610Z,13.005,144.556,33,4.5,mb,17,,,1.09,us,usp000a5xk,2014-11-07T01:11:43.299Z,"31 km SSW of Merizo Village, Guam",earthquake,,,,5,reviewed,us,us
2000-12-11T21:16:23.370Z,-14.914,167.31,147.6,4.9,mb,44,,,0.95,us,usp000a5xe,2014-11-07T01:11:43.287Z,"29 km ENE of Port-Olry, Vanuatu",earthquake,,,,4,reviewed,us,us
2000-12-11T18:54:07.490Z,19.091,-67.093,52.6,5.5,mwc,239,,,0.94,us,usp000a5x1,2022-04-29T19:01:06.948Z,"65 km N of Isabela, Puerto Rico",earthquake,,4.5,,,reviewed,us,hrv
2000-12-11T18:26:41.250Z,-30.608,-178.117,33,4.9,mb,24,,,1.42,us,usp000a5x0,2014-11-07T01:11:43.239Z,"Kermadec Islands, New Zealand",earthquake,,,,6,reviewed,us,us
2000-12-11T17:07:32.710Z,-55.91,-28.06,113.5,5.7,mb,91,,,0.89,us,usp000a5wv,2022-04-29T19:01:05.761Z,"South Sandwich Islands region",earthquake,,4,,7,reviewed,us,us
2000-12-11T12:58:47.160Z,-29.896,-176.808,51.8,5.2,mb,80,,,0.93,us,usp000a5wn,2014-11-07T01:11:43.186Z,"Kermadec Islands region",earthquake,,,,24,reviewed,us,us
2000-12-11T10:04:20.180Z,10.088,122.592,33,4.7,mb,29,,,0.85,us,usp000a5wf,2014-11-07T01:11:43.159Z,"12 km NNE of Tuyum, Philippines",earthquake,,,,10,reviewed,us,us
2000-12-11T08:55:46.920Z,51.61,-175.26,33,4.6,mb,69,,,1.1,us,usp000a5wc,2020-02-20T20:33:44.695Z,"97 km SW of Atka, Alaska",earthquake,,,,26,reviewed,us,us
2000-12-11T07:36:27.570Z,25.776,99.178,33,4.6,mb,15,,,1.23,us,usp000a5w8,2014-11-07T01:11:43.143Z,"105 km WNW of Dali, China",earthquake,,,,3,reviewed,us,us
